trial_id,title,intervention_name,condition,phase,status,source_database
NCT04662268,Assessment of a Composite Prognostic Score to Predict Severe Forms of Ischemic Colitis,Not specified,Ischemic Colitis,Not specified,COMPLETED,ClinicalTrials.gov
NCT03089450,To Evaluate Safety and Efficacy of CGBIO Stent Compared to Biomatrix Flex Stent,CGBio stent; Biomatrix flex,Ischemic Heart Disease; Stable Coronary Artery Disease; Stable Angina; Unstable Angina; NSTEMI - Non-ST Segment Elevation MI,NA,UNKNOWN,ClinicalTrials.gov
NCT01068691,Arterial Properties of Thoracic Aorta Disease,Ambulatory blood pressure monitoring (to evaluate the level of blood pressure),Blood Pressure,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00097591,A Comparison of Prasugrel (CS-747) and Clopidogrel in Acute Coronary Syndrome Subjects Who Are to Undergo Percutaneous Coronary Intervention,Prasugrel; Clopidogrel,Coronary Arteriosclerosis; Acute Coronary Syndromes,PHASE3,COMPLETED,ClinicalTrials.gov
NCT01779674,Atrial Fibrillation/Sinus Rhythm Before and After Cardioversion,Not specified,Atrial Fibrillation,Not specified,COMPLETED,ClinicalTrials.gov
NCT02166060,Ivabradine in Patients With an Unsatisfactory Percentage of Cardiac Resynchronization Therapy,Ivabradine,Heart Failure,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT01011660,Effects of Angiotensin II Receptor Blocker Compared With Diuretics in High-risk Hypertensive Patients,"Amlodipine, Telmisartan, Amiloride Compound , Simvastatin",Essential Hypertension,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT00576160,Improving Medication Adherence in Post-ACS Patients,PST therapy,Medication Adherence; Acute Coronary Syndrome,PHASE1,TERMINATED,ClinicalTrials.gov
NCT02458560,CENTERA-2: Safety and Performance Study of the Edwards CENTERA-EU Self-Expanding Transcatheter Heart Valve,Edwards CENTERA Self-Expanding Transcatheter Heart Valve,Aortic Valve Disease,NA,COMPLETED,ClinicalTrials.gov
NCT05492760,Evaluation of Recurrence Risk of Atrial Fibrillation After Cryoballoon Ablation,cryoballoon ablation,Atrial Fibrillation,Not specified,UNKNOWN,ClinicalTrials.gov
NCT07225738,"A Multicenter Prospective Observational Cohort Study Evaluating the Impact of Cancer-Directed Treatment and Medication Use, Including Cannabis Use, in Multiple Myeloma Patients",Non-Interventional Study,Multiple Myeloma,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT01642238,Antithrombotic Effects of Ticagrelor Versus Clopidogrel,Ticagrelor + ASA + Bivalirudin; Clopidogrel + ASA + Bivalirudin,Acute Coronary Syndrome,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01265758,Telemetric Arrhythmia Diagnosis in Adults,Prolonged telemetric Full Disclosure ECG recording.,Atrial Fibrillation; Arrhythmia,NA,UNKNOWN,ClinicalTrials.gov
NCT06755658,"RDW, Platelet Kinetics and Survival Outcome in Covid-19 Hospitalized Patients.",Not specified,Infection by SARS-COV-2,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT04772248,Safety of TofAcitinib in Routine Care Patients With Rheumatoid Arthritis (STAR-RA)- Cardiovascular Endpoints,Tofacitinib; TNF Inhibitor,Rheumatoid Arthritis,Not specified,COMPLETED,ClinicalTrials.gov
NCT05757726,Early Feasibility of the Velocity™ Percutaneous PAVF System,Velocity pAVF system,Arteriovenous Fistula,NA,COMPLETED,ClinicalTrials.gov
NCT00549926,"Yokohama Assessment of Fluvastatin, Pravastatin, Pitavastatin and Atorvastatin in Acute Coronary Syndrome (Yokohama-ACS)",Fluvastatin; Pravastatin; Pitavastatin; Atorvastatin,Coronary Disease; Hypercholesterolemia,PHASE4,COMPLETED,ClinicalTrials.gov
NCT06803615,Noninvasive Mapping Before Surgical Ablation,Electrocardiographic imaging,Atrial Fibrillation (AF),Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT02115035,"A Single Agent Study to Evaluate the Overall Response Rate, Safety and Tolerability of Orally Administered Vemurafenib",Vermurafenib,Multiple Myeloma,"PHASE1, PHASE2",WITHDRAWN,ClinicalTrials.gov
NCT04141735,Detection of Sinusoidal Obstruction Syndrome With Ultrasound After Allogeneic HSCT,ultrasound,Sinusoidal Obstruction Syndrome,Not specified,COMPLETED,ClinicalTrials.gov
NCT02787408,The SPACER Trial - Repair of Tricuspid Valve Regurgitation Using the Edwards TricuSPid TrAnsCatheter REpaiR System,EW Tricuspid Transcatheter Repair System,Tricuspid Valve Regurgitation,NA,COMPLETED,ClinicalTrials.gov
NCT07246408,Intermittent Cottonseed Oil Consumption,CSO-30; CSO-20; Control,"Dyslipidemia; Overweight and Obesity; Nutrition, Healthy",NA,RECRUITING,ClinicalTrials.gov
NCT01780740,Statin Therapy In Atrial Refractoriness and Reperfusion Injury,Atorvastatin; Placebo,"Disorder; Heart, Functional, Postoperative, Cardiac Surgery; Cardiac Insufficiency Following Cardiac Surgery; Atrial Fibrillation; Ischaemia-reperfusion Injury",PHASE4,COMPLETED,ClinicalTrials.gov
NCT00004889,Rituximab in Treating Patients With Waldenstrom's Macroglobulinemia,rituximab,Lymphoma,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06526468,Chinese PE Multimodality Imaging Artificial Intelligence Study,Artificial Intelligence,Pulmonary Embolism; Chronic Thromboembolic Pulmonary Hypertension; Chronic Thromboembolic Pulmonary Disease,Not specified,RECRUITING,ClinicalTrials.gov
NCT04857450,Anesthesia for Upper Endoscopy and Colonoscopy in Cardiac Patients With Acute Anemia,Etomidate; Ketamine Hydrochloride,Anemia; Cardiomyopathies; Pulmonary Hypertension,NA,UNKNOWN,ClinicalTrials.gov
NCT06312891,Value of Heart Rate Lowering Therapy in Acute Myocarditis,Ivabradine,Myocarditis,Not specified,RECRUITING,ClinicalTrials.gov
NCT02772991,Analysis Between Coronary Angiotomography and Sensitive Troponin in Intermediate Risk of Acute Coronary Syndrome,troponin measurement,Chest Pain; Acute Coronary Syndrome,NA,UNKNOWN,ClinicalTrials.gov
NCT02177474,Effects of a Telephone Based Peer Support to Reduce Depressive Symptoms and Improve Social Support in Women With CHD,Telephone based peer support,Depressive Symptoms; Low Perceived Social Support; Coronary Heart Disease,NA,COMPLETED,ClinicalTrials.gov
NCT04434274,MIcronized Flavonoid Fraction After MechanO-Chemical Ablation,Micronized Purified Flavonoid Fraction,Varicose Veins; Surgery,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04137874,Paramedic - Norwegian Acute Stroke Prehospital Project,eSTROKE model; Control,Stroke; Triage; Paramedic; Mobile Application,NA,UNKNOWN,ClinicalTrials.gov
NCT05089890,Clinical Investigation of Sorbact® Dressings,Sorbact® Compress; Sorbact® Gel Dressing; Sorbact® Ribbon Gauze,Hard-to-heal Wounds; Diabetic Foot Ulcer; Venous Leg Ulcer; Pressure Ulcer; Arterial Leg Ulcer,NA,UNKNOWN,ClinicalTrials.gov
NCT00750113,Study Evaluating the Efficacy of Nifedipine GITS - Telmisartan Combination in Blood Pressure Control.,Nifidipine; Telmisartan; Nifedipine/Telmisartan,Hypertension,PHASE4,COMPLETED,ClinicalTrials.gov
NCT05476913,GEKO Venous Thromboembolism Prevention Study,geko™ device,"Stroke, Acute; Venous Thromboembolism; Deep Vein Thrombosis; Pulmonary Embolism",NA,RECRUITING,ClinicalTrials.gov
NCT03440697,Pathogenetic Basis of Aortopathy and Aortic Valve Disease,Not specified,Aortopathies; Thoracic Aortic Aneurysm; Aortic Valve Disease; Thoracic Aortic Disease; Thoracic Aortic Dissection; Thoracic Aortic Rupture; Ascending Aortic Disease; Descending Aortic Disease; Ascending Aortic Aneurysm; Descending Aortic Aneurysm; Marfan Syndrome; Loeys-Dietz Syndrome; Vascular Ehlers-Danlos Syndrome; Shprintzen-Goldberg Syndrome; Turner Syndrome; PHACE Syndrome; Autosomal Recessive Cutis Laxa; Congenital Contractural Arachnodactyly; Arterial Tortuosity Syndrome; Bicuspid Aortic Valve-Associated Aortopathy; Bicuspid Aortic Valve; Familial Thoracic Aortic Aneurysm and Aortic Dissection,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT05529810,Characteristics and Consequences of Coronary Angiograms Performed in Intensive Care Patients,Not specified,Acute Coronary Syndrome,Not specified,COMPLETED,ClinicalTrials.gov
NCT02307110,Prevalence of DRP and DME Among Type 1 Diabetics Treated With Long-term Intensified Insulin Therapy,cross-sectional observation,Insulin-Dependent Diabetes Mellitus 1,NA,COMPLETED,ClinicalTrials.gov
NCT01770613,A Study of Allogeneic Mesenchymal Bone Marrow Cells in Subjects With ST Segment Elevation Myocardial Infarction (STEMI),Stem cells,ST Segment Elevation Myocardial Infarction (STEMI); Allogeneic Mesenchymal Bone Marrow Cells,PHASE2,WITHDRAWN,ClinicalTrials.gov
NCT00001620,Screening for Hematology Branch Protocols,Not specified,Hematologic Disease and Disorders; Donors; Healthy Volunteer,Not specified,ENROLLING_BY_INVITATION,ClinicalTrials.gov
NCT03097120,The Estrogen Replacement and Atherosclerosis Trial ; Primary Outcome Measure is Mean Minimal Coronary Artery Diameter After Avg of 3.2 Yrs.,0.625 mg of conjugated equine estrogen; 0.625 mg of conjugated equine estrogen plus 2.5 mg of medroxyprogesterone acetate; placebo tablets,Heart Disease,PHASE3,COMPLETED,ClinicalTrials.gov
NCT01730482,"A Study to Assess the Absorption, Metabolism and Excretion of Migalastat Hydrochloride (AT1001-014)",[14C] AT1001,Fabry Disease,PHASE1,COMPLETED,ClinicalTrials.gov
NCT00203333,Cardiac Rhythm Abnormalities in Patients With Refractory Epilepsy at High Risk for Sudden Death,Medtronic REVEAL,Refractory Epilepsy; Arrhythmia; Sudden Death,Not specified,COMPLETED,ClinicalTrials.gov
NCT04477252,Mobile App as a Guide to Exercises for Patients With Chronic Stroke,App-core; Conventional physiotherapy,Telerehabilitation; Stroke Sequelae; Therapeutic Adherence and Compliance; Mobile Phone Use; Physical Disability; Neurologic Disorder,NA,COMPLETED,ClinicalTrials.gov
NCT00484549,Fabry : National Initiative of Screening,Blood sample,Ischemic Stroke Hospitalized,NA,COMPLETED,ClinicalTrials.gov
NCT06859658,Development and Validation of a Functional MRI Biomarker of Cerebral Small Vessel Dysfunction in CADASIL,Functional MRI at 3T; Functional MRI at 3T; Functional MRI at 3T,CADASIL,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT06822348,Short-term Effects of Osteopathic Manipulations on Heart Rate Variability in Lung Cancer Patients - A Randomized Pilot Study,Osteopathic treatment; Quality of life assessment; Anxiety assessment; Heart rate variability assessment,Lung Cancer,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT00031226,Biomarkers of Oxidative Stress in LOOK AHEAD - Ancillary to LOOK AHEAD,Not specified,"Heart Diseases; Myocardial Infarction; Obesity; Diabetes Mellitus, Non-insulin Dependent; Cardiovascular Diseases; Diabetes Mellitus",Not specified,COMPLETED,ClinicalTrials.gov
NCT03275285,"Multinational Clinical Study Comparing Isatuximab, Carfilzomib And Dexamethasone To Carfilzomib And Dexamethasone In Relapse And/Or Refractory Multiple Myeloma Patients",isatuximab SAR650984; carfilzomib; dexamethasone,Plasma Cell Myeloma,PHASE3,COMPLETED,ClinicalTrials.gov
NCT01689415,Renal Denervation Hypertension After Stroke,Not specified,Stroke; Hypertension,Not specified,TERMINATED,ClinicalTrials.gov
NCT05534308,Effect of Intraoperative Taping on the Control of Edema Resulting From Stripping,Transoperative taping; No trasoperative taping,Edema; Varices; Cord,NA,UNKNOWN,ClinicalTrials.gov
NCT01543308,The Alteration of HDL Protein Composition in Patients With Coronary Heart Disease Before and After Statins Treatment,Not specified,Coronary Heart Disease,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05210725,Trained Immunity by Dual-pathway Inhibition in Coronary Artery Disease,Rivaroxaban 2.5 Mg Oral Tablet,Coronary Artery Disease,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT03028168,Yôga and Breathing Techniques Training in Patients With Heart Failure and Preserved Ejection Fraction,Yôga; Breathing technique; Control group,"Cardiovascular Diseases; Heart Failure; Heart Failure, Diastolic",NA,COMPLETED,ClinicalTrials.gov
NCT06033950,A Study to Evaluate Finerenone on Clinical Efficacy and Safety in Patients with Heart Failure Who Are Intolerant or Not Eligible for Treatment with Steroidal Mineralocorticoid Receptor Antagonists,Finerenone; Placebo,Heart Failure,PHASE3,RECRUITING,ClinicalTrials.gov
NCT01337674,Co-Administration of MK-4618 With Antihypertensive Agents (MK-4618-010),MK-4618; Placebo for MK-4618; Metoprolol; Amlodipine,Hypertension,PHASE1,COMPLETED,ClinicalTrials.gov
NCT02831790,The Fontan Education Study: A Randomized Control Trial,Fontan Education Videos,"Heart Defects, Congenital",NA,COMPLETED,ClinicalTrials.gov
NCT01205490,Changes in Cerebral Blood Flow With Spinal Manipulative Therapy vs. Voluntary Motion,head positions and spinal manipulation,Vertebral Artery Dissection; Cerebrovascular Accident; Cerebrovascular Stroke,NA,UNKNOWN,ClinicalTrials.gov
NCT04193813,Predictors of Postoperative Atrial Fibrillation After Coronary Artery Bypass Grafting: A Prospective Cohort Study,Observational,AF - Atrial Fibrillation,Not specified,COMPLETED,ClinicalTrials.gov
NCT05961397,Phase 1 PK Study to Evaluate the PK of CIN-107 in Subjects With Hepatic Impairment,baxdrostat,Hypertension,PHASE1,COMPLETED,ClinicalTrials.gov
NCT06970210,United4Stroke (U4S) - El Paso Network Stroke Community Program,Group-Based Education; Individualized Coaching,Stroke,NA,ENROLLING_BY_INVITATION,ClinicalTrials.gov
NCT03065413,"It is a Prospective Study Aiming to Identify Incidence and Prevalence of Cardiovascular Diseases, Changes in Physical Activity, Dietary Habits and Anxiety Depression Levels Through a Period of Time in the Naval Personnel (PrOspeCtive HEllenic NAval PersoNnel StUdy in CardiovaScular Diseases)",Not specified,"Cardiovascular Diseases; Risk Factor, Cardiovascular",Not specified,RECRUITING,ClinicalTrials.gov
NCT04888260,Plasma Mannose Associated Parameter Levels in Nondiabetic Coronary Artery Disease,Laboratory parameter levels in blood samples,Coronary Artery Disease; Hyperlipidemias,Not specified,COMPLETED,ClinicalTrials.gov
NCT00338260,Losartan Intervention For Endpoint Reduction in Hypertension (LIFE) Study (0954-133),"MK0954, /Duration of Treatment : 5 Years; Comparator : atenolol /Duration of Treatment : 5 Years",Hypertension and Left Ventricular Hypertrophy (Thickening of the Main Pumping Chamber of the Heart),PHASE3,COMPLETED,ClinicalTrials.gov
NCT02443220,Electroacupuncture in Reducing the Dose of Analgesic in Patients Undergoing Off-pump Coronary Artery Bypass Grafting,TEAS (transcutaneous electric acupoint stimulation); TEAS; TEAS,Coronary Disease,NA,COMPLETED,ClinicalTrials.gov
NCT00216320,Efficacy of the WalkAide and AFOs for CVA,WalkAide; AFO; AFO,Stroke,NA,COMPLETED,ClinicalTrials.gov
NCT00715884,Study Comparing the CYPHER® ELITE™ to the CYPHER® Bx VELOCITY® Sirolimus-Eluting Stent Systems,CYPHER® ELITE™ Sirolimus-Eluting Stent System; CYPHER® Bx VELOCITY® Sirolimus-eluting Stent System,Coronary Artery Disease; Coronary Atherosclerosis,NA,UNKNOWN,ClinicalTrials.gov
NCT01483833,Efficacy Study of Iferanserin to Treat Hemorrhoids,Iferanserin; Placebo,Hemorrhoids,PHASE2,COMPLETED,ClinicalTrials.gov
NCT02344433,Using Virtual Counselors to Overcome Genetic Literacy Barriers,VICKY; MFHP,Heart Disease; Stroke; Diabetes; Cancer,NA,COMPLETED,ClinicalTrials.gov
NCT03708952,Lifestyle and Dietary Pattern in Relation to Precursor Lesions of Colorectal Cancer and Cardiometabolic Diseases,Not specified,Polyps; Cardiovascular Diseases,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT01560247,Percutaneous Recanalization in Ischemic Stroke Management in Europe Observational Registry,Mechanical thrombectomy,Ischemic Stroke,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03820947,VenaSeal Spectrum: Global Post-Market Randomized Controlled Trial,VenaSeal™ System; Endothermal Ablation (ETA); Surgical Stripping,Venous Reflux,NA,TERMINATED,ClinicalTrials.gov
NCT05976438,Skin Sodium and Salt Sensitivity of Blood Pressure,Amlodipine; Chlortalidone,Hypertension,NA,UNKNOWN,ClinicalTrials.gov
NCT05860348,Symptomatic CRT Patients: Real-World Experience - Barostim™ Advancing the Level of Clinical Evidence,Barostim™ System,Heart Failure,Not specified,TERMINATED,ClinicalTrials.gov
NCT01402726,Renal Sympathetic Modification in Patients With Heart Failure,renal sympathetic modification,Heart Failure,NA,UNKNOWN,ClinicalTrials.gov
NCT01527526,Depot-medroxyprogesterone Acetate (DMPA) Contraceptive Method and Metabolism,Not specified,Insulin Resistance; Cardiovascular Disease; Bone Loss; Eating Disorders; Thrombosis,Not specified,COMPLETED,ClinicalTrials.gov
NCT00015678,Effects of Flumazenil on Brain Excitability,Not specified,Stroke; Healthy,Not specified,COMPLETED,ClinicalTrials.gov
NCT02499185,Study Evaluating Novel Biomarkers of AKI (Acute Kidney Injury) in Post-operative Patients,Nephro Check Test; serum creatinine measurement,Acute Kidney Injury; Arterial Hypertension; Obesity; Cardio Vascular Disease; Diabetes Mellitus; Chronic Liver Disease; Hypercholesterolemia,PHASE4,TERMINATED,ClinicalTrials.gov
NCT00594685,Evaluating the Presence of Blood Clots in People With Heparin-Induced Thrombocytopenia (HIT) (The HOT Study),Not specified,Thrombocytopenia,Not specified,TERMINATED,ClinicalTrials.gov
NCT01399385,New Heart Imaging Techniques to Evaluate Possible Heart Disease,MR Imaging Techniques - 1; MR Imaging Techniques - 2; MR Imaging Techniques - 3; MR Imaging Techniques - 4,Healthy; Obesity; Diabetes; Healthy Volunteers; Atherosclerosis,NA,RECRUITING,ClinicalTrials.gov
NCT06767943,Predicting Myocardial Infarction After Abdominal Surgery: Clinical Scores & Biomarkers,12-lead electrocardiography,Myocardial Infarction,Not specified,COMPLETED,ClinicalTrials.gov
NCT03071835,A Comparative Study of Subjects Past Their Final Follow-ON Visit,Not specified,Cardiomyopathies; Heart Diseases; Aging Frailty,Not specified,COMPLETED,ClinicalTrials.gov
NCT07385625,Acute Safety and Efficacy of the Pivot Bridge System for Functional Tricuspid Regurgitation,Pivot Bridge,Tricuspid Regurgitation Functional,NA,RECRUITING,ClinicalTrials.gov
NCT04497376,Comparison Between Upgraded '2C3L' vs. PVI Approach for Catheter Ablation of Persistent Atrial Fibrillation,upgraded '2C3L'; pulmonary vein antral isolation,Persistent Atrial Fibrillation; Catheter Ablation,NA,COMPLETED,ClinicalTrials.gov
NCT05610176,BIO|CONCEPT.Amvia Study,Amvia Sky pacemaker or CRT-P device,Bradycardia; Heart Failure,NA,COMPLETED,ClinicalTrials.gov
NCT04433091,2-Hydroxybenzylamine (2-HOBA) to Prevent Early Recurrence of Atrial Fibrillation After Catheter-based Ablation,2-Hydroxybenzylamine; Placebo,Atrial Fibrillation,PHASE2,COMPLETED,ClinicalTrials.gov
NCT02734355,Left Atrial Mechanical Function Improvement After Atrial Fibrillation Catheter Ablation,Telmisartan 80 mg and amlodipine 5 mg; Placebo (for telmisartan and amlodipine),Atrial Fibrillation,PHASE4,COMPLETED,ClinicalTrials.gov
NCT05973474,The Atherogenic Index of Plasma（AIP） in Patients With Atrial Fibrillation,Not specified,"Atrium; Fibrillation; Lipid Metabolism Disorders; Cardiovascular Diseases; Event, Cardiac",Not specified,UNKNOWN,ClinicalTrials.gov
