label_id,name,drug,gene,source,biomarker_status,testing,alternate_drug_available,source_database
PA166104856,Annotation of FDA Label for amitriptyline and CYP2D6,amitriptyline,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104857,Annotation of FDA Label for trimipramine and CYP2D6,trimipramine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104862,Annotation of FDA Label for desipramine and CYP2D6,desipramine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104864,Annotation of FDA Label for paroxetine and CYP2D6,paroxetine,CYP2D6,FDA,On FDA Biomarker List,,False,ClinPGx
PA166104868,Annotation of FDA Label for modafinil and CYP2D6,modafinil,CYP2D6,FDA,On FDA Biomarker List,,False,ClinPGx
PA166104869,Annotation of FDA Label for galantamine and CYP2D6,galantamine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166105010,Annotation of FDA Label for duloxetine and CYP2D6,duloxetine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166105028,Annotation of FDA Label for nebivolol and CYP2D6,nebivolol,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166105113,Annotation of FDA Label for donepezil and CYP2D6,donepezil,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166105211,Annotation of FDA Label for ondansetron and CYP2D6,ondansetron,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166105232,Annotation of FDA Label for quinine and CYP2D6,quinine,CYP2D6,FDA,On FDA Biomarker List,,False,ClinPGx
PA166115435,Annotation of EMA Label for timolol and CYP2D6,timolol,CYP2D6,EMA,,,False,ClinPGx
PA166119827,Annotation of EMA Label for dextromethorphan / quinidine and CYP2D6,dextromethorphan / quinidine,CYP2D6,EMA,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166122487,Annotation of EMA Label for propranolol and CYP2D6,propranolol,CYP2D6,EMA,,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166122607,Annotation of FDA Label for vortioxetine and CYP2D6,vortioxetine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166122947,Annotation of EMA Label for ranolazine and CYP2D6,ranolazine,CYP2D6,EMA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166122966,Annotation of EMA Label for darifenacin and CYP2D6,darifenacin,CYP2D6,EMA,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166122967,Annotation of EMA Label for fesoterodine and CYP2D6,fesoterodine,CYP2D6,EMA,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166122971,Annotation of FDA Label for darifenacin and CYP2D6,darifenacin,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166122972,Annotation of FDA Label for fesoterodine and CYP2D6,fesoterodine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166123408,Annotation of EMA Label for vortioxetine and CYP2D6,vortioxetine,CYP2D6,EMA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166123410,"Annotation of EMA Label for ritonavir and CYP2D6, CYP3A4",ritonavir,CYP2D6; CYP3A4,EMA,,,False,ClinPGx
PA166123414,"Annotation of EMA Label for dronedarone and CYP2D6, CYP3A4",dronedarone,CYP2D6; CYP3A4,EMA,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166123487,Annotation of FDA Label for eliglustat and CYP2D6,eliglustat,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672041, 'description': 'The label states or implies that some sort of gene, protein or chromosomal testing, including genetic testing, functional protein assays, cytogenetic studies, etc., should be conducted before using this drug. This requirement may only be for a particular subset of patients. PharmGKB considers labels that state the variant is an indication for the drug, as implying a test requirement. If the label states a test ""should be"" performed, this is also interpreted as a requirement.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Testing Required', 'termId': 'geneTestLevel:1183672041', 'valid': True, 'version': 3}",False,ClinPGx
PA166123528,Annotation of PMDA Label for atomoxetine and CYP2D6,atomoxetine,CYP2D6,PMDA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166123541,"Annotation of PMDA Label for gefitinib and CYP2D6, EGFR",gefitinib,CYP2D6; EGFR,PMDA,,"{'id': 1183672041, 'description': 'The label states or implies that some sort of gene, protein or chromosomal testing, including genetic testing, functional protein assays, cytogenetic studies, etc., should be conducted before using this drug. This requirement may only be for a particular subset of patients. PharmGKB considers labels that state the variant is an indication for the drug, as implying a test requirement. If the label states a test ""should be"" performed, this is also interpreted as a requirement.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Testing Required', 'termId': 'geneTestLevel:1183672041', 'valid': True, 'version': 3}",False,ClinPGx
PA166123549,Annotation of PMDA Label for tolterodine and CYP2D6,tolterodine,CYP2D6,PMDA,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
